"year4","sampledate","month","daynum","tot_precip","avg_air_temp","max_air_temp","time_max_air_temp","min_air_temp","time_min_air_temp","avg_rel_hum","max_rel_hum","time_max_rel_hum","min_rel_hum","time_min_rel_hum","avg_vapor_pres","avg_vapor_pres_deficit","peak_wind_speed_5sec","time_peak_wind_speed_5s","avg_wind_speed","resultant_wind_speed","resultant_wind_direction","std_dev_wind_direction","avg_par","max_wind_speed_1min","time_max_wind_speed_1min","direction_peak_wind","avg_dewpoint_temp","max_dewpoint_temp","time_max_dewpoint_temp","min_dewpoint_temp","time_min_dewpoint_temp","avg_sol_rad","avg_longwave_rad","avg_shortwave_rad","min_battery","flag_tot_precip","flag_avg_air_temp","flag_max_air_temp","flag_time_max_air_temp","flag_min_air_temp","flag_time_min_air_temp","flag_avg_rel_hum","flag_max_rel_hum","flag_time_max_rel_hum","flag_min_rel_hum","flag_time_min_rel_hum","flag_avg_vapor_pres","flag_avg_vapor_pres_deficit","flag_peak_wind_speed_5sec","flag_time_peak_wind_speed_5s","flag_avg_wind_speed","flag_resultant_wind_speed","flag_resultant_wind_direction","flag_std_dev_wind_direction","flag_avg_par","flag_max_wind_speed_1min","flag_time_max_wind_speed_1min","flag_direction_peak_wind","flag_avg_dewpoint_temp","flag_max_dewpoint_temp","flag_time_max_dewpoint_temp","flag_min_dewpoint_temp","flag_time_min_dewpoint_temp","flag_avg_sol_rad","flag_avg_longwave_rad","flag_avg_shortwave_rad","flag_min_battery"
1993,"1993-05-08",5,128,0.159,19.890,26.320,1348,13.250,233,53.930,65.510,259,43.000,1703,1.250,1.143,16.140,1457,5.276,5.090,200.100,15.240,436.787,12.110,1406,217.200,10.120,14.320,1130,6.523,2359,255.200,368.500,246.900,12.320,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-09",5,129,0.000,20.700,27.860,1333,15.300,36,52.110,76.000,2400,31.750,1327,1.245,1.259,15.500,1249,4.171,3.629,211.400,29.190,407.767,12.310,1251,206.500,10.050,14.330,1703,5.797,35,241.200,369.800,234.500,12.330,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-10",5,130,0.402,18.830,27.570,601,12.610,2400,66.940,79.400,629,51.600,1424,1.481,0.731,10.940,1524,2.861,2.354,62.000,34.100,403.940,7.710,1612,53.460,12.440,23.360,601,7.050,1848,238.000,368.500,228.200,12.320,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-11",5,131,0.106,17.460,26.120,1620,7.670,458,43.300,76.200,524,13.700,1615,0.749,1.371,7.830,1436,1.679,1.064,19.280,49.040,517.149,6.113,1603,293.500,2.442,8.230,557,-4.730,1850,304.200,328.700,299.300,12.320,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-12",5,132,0.000,10.940,16.490,824,-0.782,2358,40.700,76.800,2359,19.080,829,0.512,0.846,14.920,1435,4.793,4.375,51.520,23.910,544.043,11.820,1137,54.540,-2.731,2.624,355,-8.030,743,333.500,280.500,320.600,12.310,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-13",5,133,0.000,12.000,20.740,1337,-1.087,236,50.830,79.000,402,25.380,1617,0.658,0.878,11.110,2255,2.891,2.570,295.400,26.990,506.413,8.650,2257,269.100,0.810,6.781,2316,-4.306,236,305.600,316.500,294.000,12.320,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-14",5,134,0.000,15.270,20.000,1449,10.340,2400,45.420,67.620,228,23.710,1616,0.765,0.999,11.470,1022,3.544,2.437,356.700,45.280,480.795,8.760,1253,43.530,2.673,9.210,839,-3.533,1821,289.900,324.400,280.300,12.280,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-15",5,135,0.000,6.201,11.620,1044,-3.348,2358,47.020,73.200,2400,23.400,1421,0.440,0.533,17.090,1323,4.054,3.718,1.814,23.300,433.279,11.030,1412,12.360,-5.132,1.442,416,-11.300,1538,267.600,277.800,255.900,12.310,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-16",5,136,0.000,3.871,12.460,1440,-4.942,355,55.670,78.300,422,32.970,1600,0.431,0.432,10.030,1533,2.013,1.765,23.230,28.440,375.877,6.692,1731,33.500,-4.830,-1.147,1413,-8.170,355,231.200,272.800,220.800,12.310,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-17",5,137,0.000,8.200,16.760,1242,-3.236,418,53.700,78.600,413,26.390,1246,0.545,0.625,11.670,1918,2.326,1.319,272.000,53.300,360.251,7.430,2129,24.850,-1.883,5.824,2124,-6.480,333,220.300,308.600,210.200,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-18",5,138,3.895,8.000,13.340,1649,0.827,2317,59.430,77.900,502,27.740,1650,0.627,0.463,13.320,1058,2.589,2.304,43.370,26.870,375.664,10.550,1058,50.010,-0.057,7.210,614,-6.141,1813,229.200,303.200,218.500,12.310,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-19",5,139,1.436,6.402,13.090,1335,-1.791,2359,53.760,78.500,425,31.510,1432,0.486,0.519,9.970,1344,2.143,1.957,34.920,23.860,367.585,7.180,1540,76.300,-3.181,1.575,554,-5.782,1922,224.300,286.700,214.500,12.300,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-20",5,140,0.201,6.735,13.690,1137,-1.961,254,56.450,79.300,346,31.600,934,0.524,0.518,9.030,1929,1.665,1.373,331.700,33.960,303.274,6.079,1219,31.440,-2.190,2.416,617,-5.104,254,186.600,300.200,177.600,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-21",5,141,0.656,9.990,18.910,1505,0.512,328,46.800,79.200,251,17.740,1514,0.511,0.805,10.250,1226,1.820,1.258,0.648,45.030,519.276,7.550,1706,71.900,-2.861,5.586,613,-8.480,1903,321.000,297.600,310.200,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-22",5,142,0.159,13.130,21.660,1358,-0.088,353,49.420,76.900,413,21.330,1240,0.688,0.958,11.050,1212,3.496,3.207,224.200,23.310,399.688,8.540,1441,218.600,1.065,10.510,2400,-4.754,1,249.600,328.800,241.000,12.300,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-23",5,143,3.418,18.690,22.140,2207,14.840,2400,75.000,77.000,841,69.580,1226,1.632,0.541,8.130,2303,2.314,1.765,209.800,39.460,96.095,5.558,2346,275.400,14.180,17.740,2207,10.120,1057,54.460,386.000,50.270,12.300,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-24",5,144,10.954,8.850,14.810,2,5.684,1213,74.300,76.400,1856,71.000,2335,0.856,0.298,11.970,1251,3.889,2.555,359.000,47.430,115.761,8.590,2039,33.990,4.532,10.250,2,1.197,2354,68.430,345.800,62.350,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-25",5,145,2.646,12.140,18.500,1539,4.759,247,51.270,76.400,510,26.700,1537,0.680,0.787,10.190,1615,2.490,2.111,315.700,31.630,471.440,6.663,1615,293.500,1.377,6.410,833,-1.582,1552,293.200,311.500,282.800,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-26",5,146,0.435,12.270,17.780,1618,7.110,535,43.990,75.700,403,20.750,1616,0.597,0.854,9.510,531,3.071,1.506,46.910,57.820,541.386,7.250,2342,179.300,-0.848,9.010,352,-6.288,2013,335.500,313.000,323.000,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-27",5,147,4.826,10.610,24.520,1907,3.929,2347,70.500,76.800,934,46.860,212,0.983,0.384,12.440,655,4.542,2.461,190.600,54.830,54.064,8.320,1030,194.500,5.368,19.940,1907,-2.917,228,29.980,347.900,26.350,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-28",5,148,1.270,5.722,12.090,1459,0.526,2350,67.650,78.600,2349,47.560,1712,0.613,0.325,11.530,100,3.438,3.282,33.160,17.240,299.128,8.220,302,30.850,0.014,3.185,1402,-2.760,2350,187.500,305.800,173.900,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-29",5,149,0.603,10.410,17.730,1604,-0.117,127,54.910,78.800,424,31.600,1605,0.660,0.676,7.410,1337,1.747,1.399,223.000,36.140,443.058,5.502,1429,200.900,0.928,7.410,633,-3.364,127,273.300,320.200,261.700,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-30",5,150,15.843,8.940,10.770,41,6.007,2359,73.300,77.200,1331,56.220,39,0.837,0.308,9.000,1730,3.205,2.068,100.800,48.260,69.573,6.844,1727,67.980,4.383,6.607,1302,1.984,2359,38.210,345.600,33.890,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-05-31",5,151,4.932,6.424,10.550,1608,-0.652,2329,67.330,77.500,2359,42.990,1850,0.648,0.329,13.640,1113,3.447,3.314,30.100,15.890,238.431,9.120,1634,22.910,0.542,5.150,454,-4.322,1944,149.100,308.000,142.200,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-01",6,152,0.212,9.640,16.050,1152,0.091,42,50.250,77.500,13,26.280,1236,0.567,0.674,11.760,1223,2.359,2.097,331.900,26.970,415.208,7.420,1002,13.030,-1.159,2.963,2250,-5.406,1000,259.700,312.500,248.800,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-02",6,153,0.000,10.210,17.830,1412,1.690,416,52.120,78.300,443,28.520,1520,0.605,0.709,9.660,956,2.044,1.751,22.170,30.670,425.732,7.440,1600,47.590,-0.252,5.801,556,-3.925,1915,265.300,297.200,256.500,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-03",6,154,0.000,9.090,15.840,1539,0.654,309,58.200,78.400,428,37.860,1308,0.649,0.569,8.850,1330,2.276,2.091,53.310,23.060,372.156,6.983,1409,56.230,0.737,4.053,548,-2.872,42,232.000,302.100,224.600,12.290,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-04",6,155,0.000,10.250,17.270,1645,1.171,258,51.410,78.700,426,22.640,1237,0.578,0.744,6.491,1016,1.290,0.435,141.700,65.950,420.417,5.364,1005,50.340,-1.043,7.500,629,-5.367,1748,251.400,305.600,247.500,12.280,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-05",6,156,0.000,13.540,22.910,1441,2.489,310,46.840,78.400,433,14.950,1442,0.621,1.068,11.290,1137,1.832,1.497,357.700,34.640,461.129,8.030,1138,33.950,-0.064,9.020,600,-5.871,1351,297.300,318.400,288.100,12.280,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-06",6,157,7.239,13.590,21.880,2346,4.391,136,73.200,77.100,2400,56.540,815,1.192,0.436,6.701,1654,1.423,0.776,187.900,54.610,112.359,5.387,1654,214.000,8.860,17.650,2353,0.518,136,66.340,351.000,62.290,12.270,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-07",6,158,8.541,15.620,21.800,1,12.620,812,73.300,77.800,131,67.720,1317,1.321,0.473,11.460,2204,3.743,3.183,151.400,31.330,141.273,7.820,2204,165.600,10.870,17.610,21,7.810,812,85.200,377.300,79.800,12.270,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-08",6,159,3.757,18.970,25.900,754,14.310,1637,70.100,77.000,1821,45.210,1432,1.567,0.666,15.860,1416,4.491,4.109,190.200,23.620,204.096,10.970,1418,201.400,13.340,21.330,754,8.240,1432,125.300,378.700,120.000,12.270,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-09",6,160,23.359,15.890,19.100,1621,13.350,549,70.800,74.800,1051,64.110,1740,1.281,0.531,9.080,1344,2.915,1.988,268.900,45.680,262.242,7.120,1359,314.000,10.600,14.130,323,8.350,923,159.400,364.400,151.100,12.260,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-10",6,161,4.249,19.350,25.190,1448,12.660,321,60.710,77.600,613,40.770,1659,1.331,0.967,5.825,1139,1.498,0.506,312.800,65.910,485.685,4.279,1010,297.700,11.150,18.180,540,8.710,321,294.700,359.300,289.600,12.280,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-11",6,162,0.000,21.050,28.040,1449,11.970,134,54.930,75.900,424,24.430,1519,1.310,1.279,7.900,1253,2.300,2.025,206.400,28.000,550.528,5.972,1424,230.100,10.900,14.820,516,5.507,1519,336.500,367.000,330.700,12.280,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-12",6,163,0.000,20.700,26.250,1330,11.720,2400,53.970,74.800,412,37.760,1216,1.284,1.214,10.040,1334,3.340,3.197,198.500,16.750,516.937,7.620,1424,176.800,10.610,15.500,433,5.455,2400,328.900,352.700,318.900,12.280,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-13",6,164,1.609,18.810,23.910,1100,10.150,51,65.190,75.400,2353,50.270,1024,1.543,0.856,13.930,1245,3.682,3.282,208.500,26.720,305.825,10.100,1307,201.600,11.580,,,5.236,50,195.600,372.600,189.600,12.270,"J","GA4","GA4","GA4","GA4","GA4","E","E",,"E",,"E","E",,,,,,,"F",,,,"A4GE","D","D","E",,,,,
1993,"1993-06-14",6,165,2.635,15.440,18.870,1000,10.820,2400,63.970,76.400,444,45.710,1238,1.321,0.724,16.000,1109,3.699,3.428,314.000,21.920,337.928,10.320,1109,301.700,7.290,,,5.051,1155,216.100,361.400,206.000,12.280,"J","GA7","GA7","GA7","GA7","GA7","E","E",,"E",,"E","E",,,,,,,"F",,,,"A7GE","D","D","E",,,,,
1993,"1993-06-15",6,166,0.582,11.490,18.480,1639,7.350,606,61.740,73.800,622,36.150,1701,0.815,0.573,10.740,312,2.821,2.419,32.690,30.590,441.039,7.090,222,20.030,4.020,5.659,1140,1.912,1750,272.000,332.400,259.300,12.270,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-16",6,167,3.696,11.210,14.100,2400,9.310,1338,72.000,74.700,1314,66.680,37,0.959,0.373,9.750,1002,3.679,3.590,183.100,12.650,85.253,7.820,1239,155.300,6.358,9.220,2400,4.934,25,50.420,358.500,44.110,12.270,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-17",6,168,13.891,,,,,,74.100,78.800,944,66.990,1146,1.821,0.625,8.240,1710,2.494,1.206,84.400,58.210,147.013,6.569,1710,56.650,,,,,,84.800,389.300,80.400,12.260,"J","D","D","D","D","D","E","E",,"E",,"E","E",,,,,,,"F",,,,"D","D","D","D","D",,,,
1993,"1993-06-18",6,169,3.334,15.050,17.990,1201,12.600,550,68.430,74.000,156,62.420,1248,1.169,0.550,6.390,852,2.210,2.105,89.400,17.670,207.391,4.891,852,83.000,9.270,10.860,1201,7.800,607,127.000,383.100,118.500,12.260,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-19",6,170,6.837,,,,,,72.900,75.100,912,70.300,135,1.338,0.495,9.900,1206,3.382,3.263,138.900,15.200,107.044,7.600,1212,152.400,,,,,,62.770,382.300,58.010,12.260,"J","D","D","D","D","D","E","E",,"E",,"E","E",,,,,,,"F",,,,"D","D","D","D","D",,,,
1993,"1993-06-20",6,171,40.407,,,,,,76.600,80.100,1102,74.100,1649,1.996,0.602,7.720,139,2.169,1.283,16.840,51.770,121.076,5.118,136,107.000,,,,,,73.200,383.000,66.610,12.260,"J","D","D","D","D","D","E","E",,"E",,"E","E",,,,,,,"F",,,,"D","D","D","D","D",,,,
1993,"1993-06-21",6,172,10.361,23.770,28.450,1700,16.380,2159,57.830,81.600,702,28.840,1636,1.677,1.356,9.220,1155,1.587,1.423,338.900,26.100,572.851,5.933,1145,5.061,11.450,,,8.340,1407,343.500,376.300,334.300,12.260,"J","GA7","GA7","GA7","GA7","GA7","E","E",,"E",,"E","E",,,,,,,"F",,,,"A7GE","D","D","E",,,,,
1993,"1993-06-22",6,173,0.053,21.580,27.510,1528,15.530,551,50.100,76.500,418,30.630,1358,1.248,1.386,7.170,1126,2.716,2.214,174.500,34.840,549.784,5.772,758,176.900,10.090,17.170,211,6.393,2400,324.300,360.000,315.300,12.260,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-23",6,174,0.000,21.570,28.430,1403,13.720,331,47.540,62.080,2400,35.390,1435,1.233,1.433,11.960,1436,4.571,4.400,203.600,15.660,466.232,9.210,1159,206.500,9.800,13.530,1629,3.852,253,294.100,370.900,286.700,12.260,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-24",6,175,3.418,20.800,27.200,1352,16.800,2045,64.940,75.700,2201,48.600,1358,1.595,0.895,14.100,846,3.703,2.944,223.600,36.670,261.392,10.020,830,219.400,13.880,19.240,1618,10.630,225,165.400,388.500,158.600,12.260,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-25",6,176,0.900,18.220,22.520,1429,12.150,202,51.020,76.000,451,34.250,1745,1.036,1.090,13.640,1228,3.643,3.461,284.700,18.090,536.709,9.090,1443,290.400,7.350,14.590,1,3.943,1752,333.400,341.800,320.400,12.260,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-26",6,177,0.000,16.380,21.670,1131,8.470,2341,51.400,75.700,2400,37.750,1304,0.935,0.969,17.240,1130,4.010,3.684,300.700,23.100,375.133,11.540,1133,287.400,5.978,8.740,731,3.697,2022,241.500,337.000,232.700,12.260,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-27",6,178,0.402,12.490,15.380,1512,9.300,1,65.330,76.300,41,53.970,1520,0.942,0.510,9.660,942,2.124,1.857,336.400,28.730,224.718,6.444,1040,309.700,6.098,9.340,239,4.392,1128,142.700,357.400,136.000,12.250,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-28",6,179,0.106,13.610,18.570,1608,8.970,421,59.170,73.300,302,43.680,1601,0.903,0.687,8.970,1122,2.429,2.156,66.630,27.130,416.802,6.608,1050,54.550,5.498,6.806,1031,4.176,421,252.900,339.100,243.200,12.240,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-29",6,180,0.000,14.810,19.380,1353,10.650,454,57.480,71.200,226,43.740,1436,0.954,0.754,11.320,2336,2.514,2.321,139.800,22.450,362.589,7.920,2337,157.800,6.295,8.160,1219,4.879,932,214.400,361.300,204.500,12.240,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-06-30",6,181,0.000,16.490,21.750,1456,12.970,200,56.550,64.440,2400,44.510,1611,1.053,0.853,11.320,1150,4.472,4.236,165.100,18.590,375.452,8.650,1247,161.500,7.700,10.550,1456,5.974,257,226.500,365.200,215.500,12.240,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-01",7,182,4.022,16.330,19.750,1552,14.290,916,65.990,74.000,1014,59.580,2049,1.229,0.637,7.990,1423,2.974,2.824,181.000,18.160,201.332,6.107,1409,177.000,9.960,13.090,1236,8.050,1,122.300,383.100,115.100,12.240,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-02",7,183,4.477,20.450,24.350,1400,15.690,7,68.480,77.300,2355,52.040,1630,1.719,0.815,7.500,442,2.067,1.215,291.100,52.000,329.530,5.471,1354,309.900,13.820,,,10.680,1,200.900,377.300,195.000,12.240,"J","GA6","GA6","GA6","GA6","GA6","E","E",,"E",,"E","E",,,,,,,"F",,,,"A6GE","D","D","E",,,,,
1993,"1993-07-03",7,184,4.117,21.260,24.490,1400,15.100,19,66.630,80.100,523,46.610,1216,1.631,0.859,12.610,1955,2.601,2.167,192.700,33.070,322.833,7.760,1945,195.400,13.410,,,11.150,1503,190.300,382.100,190.200,12.240,"J","GA7","GA7","GA7","GA7","GA7","E","E",,"E",,"E","E",,,,,,,"F",,,,"A7GE","D","D","E",,,,,
1993,"1993-07-04",7,185,1.249,22.410,27.810,1548,17.780,5,68.500,72.500,200,62.570,1151,1.863,0.861,13.200,1410,5.132,4.908,226.100,16.940,174.757,9.040,1229,234.000,16.330,22.080,1548,12.460,2,107.800,409.600,103.300,12.240,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-05",7,186,0.106,20.860,24.380,1210,17.640,2326,67.910,72.500,1539,59.800,1225,1.674,0.800,10.460,331,3.754,3.586,245.200,17.120,203.564,7.170,1345,231.500,14.710,18.480,1530,12.460,2318,124.800,394.800,120.500,12.240,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-06",7,187,0.000,19.710,25.110,1431,11.470,2400,54.890,72.800,344,38.980,1459,1.231,1.113,16.910,1203,4.850,4.527,278.400,20.920,512.366,11.310,1153,267.100,9.990,12.540,1,6.444,2333,316.200,350.000,302.800,12.240,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-07",7,188,0.275,18.610,25.780,1436,10.790,14,60.670,74.700,218,42.250,1326,1.285,0.933,9.170,1926,2.050,1.462,262.800,43.390,392.247,6.310,1927,272.200,10.590,13.950,1148,5.977,8,245.300,365.700,239.400,12.230,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-08",7,189,1.696,20.500,23.650,1027,16.060,133,68.590,75.000,308,57.160,1116,1.656,0.764,7.940,1123,2.071,1.457,247.700,44.120,207.179,6.038,1123,249.100,14.510,18.350,329,11.150,123,128.400,388.300,125.600,12.240,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-09",7,190,4.445,20.810,23.620,1600,15.300,2226,64.800,74.600,2355,47.530,1538,1.704,0.937,10.480,1212,2.744,1.341,302.200,57.930,388.420,6.561,1008,297.800,13.090,,,10.130,2226,238.000,385.800,229.800,12.220,"J","GA7","GA7","GA7","GA7","GA7","E","E",,"E",,"E","E",,,,,,,"F",,,,"A7GE","D","D","E",,,,,
1993,"1993-07-10",7,191,1.058,21.740,26.670,1330,15.450,135,60.530,75.800,444,39.330,1304,1.538,1.106,8.370,1203,1.612,1.232,263.600,39.330,451.031,6.275,1203,222.400,13.360,20.130,2400,11.140,1215,283.200,366.900,274.400,12.230,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-11",7,192,2.011,18.600,21.990,1500,11.800,2131,62.390,74.100,2,42.490,1801,1.402,0.856,8.750,1305,2.216,1.663,330.400,40.470,376.833,5.880,1302,25.910,10.540,,,6.291,2025,247.600,368.300,232.200,12.220,"J","GA4","GA4","GA4","GA4","GA4","E","E",,"E",,"E","E",,,,,,,"F",,,,"A4GE","D","D","E",,,,,
1993,"1993-07-12",7,193,0.529,15.680,21.740,1435,10.530,417,57.080,75.700,2356,38.890,1237,0.984,0.844,9.780,1251,2.197,1.921,341.100,28.720,490.362,6.817,1425,298.900,6.748,8.290,1510,5.296,1116,311.700,327.500,302.700,12.220,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-13",7,194,0.000,14.700,16.640,1000,10.930,32,71.400,76.800,401,52.760,909,1.356,0.541,4.637,756,1.159,0.464,204.500,62.700,125.753,3.929,756,230.700,9.150,,,6.894,31,77.300,367.500,73.700,12.220,"J","GA9","GA9","GA9","GA9","GA9","E","E",,"E",,"E","E",,,,,,,"F",,,,"A9GE","D","D","E",,,,,
1993,"1993-07-14",7,195,4.642,17.250,21.580,1500,9.760,2311,62.620,76.900,2400,39.420,1817,1.365,0.834,8.110,1419,1.997,1.814,37.560,24.540,476.330,5.720,1638,4.677,8.050,,,5.107,1817,293.600,356.500,282.000,12.210,"J","GA8","GA8","GA8","GA8","GA8","E","E",,"E",,"E","E",,,,,,,"F",,,,"A8GE","D","D","E",,,,,
1993,"1993-07-15",7,196,0.350,18.210,24.440,1512,10.120,159,58.420,77.500,234,37.920,1648,1.180,0.978,6.182,1211,1.141,0.308,87.700,69.190,527.567,3.897,1127,193.900,9.320,16.680,600,6.345,155,312.500,345.400,304.800,12.220,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-16",7,197,0.000,20.290,25.920,1423,13.900,442,58.070,75.700,33,38.300,1648,1.353,1.074,8.050,1146,2.428,2.108,202.600,29.390,421.692,6.208,1147,190.400,11.430,14.780,543,8.330,1656,267.500,375.400,260.500,12.180,"J",,,,,,"E","E",,"E",,"E","E",,,,,,,"F",,,,"E","E",,"E",,,,,
1993,"1993-07-17",7,198,2.011,20.120,22.230,1400,16.840,514,62.340,69.910,2338,47.140,939,1.567,0.940,8.980,1205,2.658,2.490,199.500,20.380,203.458,6.432,947,200.100,12.290,,,9.830,749,129.600,406.000,124.300,12.220,"J","GA4","GA4","GA4","GA4","GA4","E","E",,"E",,"E","E",,,,,,,"F",,,,"A4GE","D","D","E",,,,,
1993,"1993-07-18",7,199,0.529,22.810,26.730,1317,19.760,745,65.120,73.200,2357,52.850,1327,1.817,0.996,5.678,1105,1.652,0.705,148.900,61.320,294.557,4.462,1052,49.720,15.830,,,13.510,744,180.900,406.700,174.900,12.220,"J","GA1",,,"GA1","GA1","E","E",,"E",,"E","E",,,,,,,"F",,,,"A1GE","D","D","E",,,,,
